mae,rmse,mape,r2,dir_accuracy,current_price,avg_predicted,predicted_change
8.000941432812414,10.680626115087954,5.514427791970027,0.9113080241532561,51.175879396984925,216.5800018310547,207.32727,-4.272200223943053
